HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_A_url,Input.image_B_url,Answer.choice,Approve,Reject
3L21G7IH47Q6GLO7S9L6AXASHBFY1C,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3JV9LGBJWU8UD681U72D4DBKVXTOG7,A2LV5432PV1S39,Submitted,Sat Mar 10 05:59:22 PST 2018,Sat Mar 10 05:59:25 PST 2018,Tue Mar 13 06:59:25 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_11121_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_11121_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_11121_fake_A.png,optionA,,
3L2OEKSTW94ORL8SRUULP7X0VHLY8W,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,34YB12FSQZI6D3NPHRN0C9MF0XFMGR,A2LV5432PV1S39,Submitted,Sat Mar 10 06:03:34 PST 2018,Sat Mar 10 06:03:38 PST 2018,Tue Mar 13 07:03:38 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13901_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13901_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13901_fake_A.png,optionA,,
3L4YG5VW9NMXA59SC6INYE10OKDDDA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3AQF3RZ559CYA062JRA15SPH9I16F3,A2LV5432PV1S39,Submitted,Sat Mar 10 06:09:02 PST 2018,Sat Mar 10 06:09:05 PST 2018,Tue Mar 13 07:09:05 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_10011_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_10011_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_10011_fake_A.png,optionA,,
3L4YG5VW9NMXA59SC6INYE10OKDDDA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3QUO65DNQVIDIO9WECRU8SCB459UOE,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:06:08 PST 2018,Sat Mar 10 06:07:35 PST 2018,Tue Mar 13 07:07:35 PDT 2018,,,,87,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_10011_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_10011_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_10011_fake_A.png,optionA,,
3L7SUC0TTUO6FFEBDNTV2X4B39W0MM,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,3RXPCZQMQQ59HE10O542SHYC2ML1GZ,A2LV5432PV1S39,Submitted,Sat Mar 10 06:10:51 PST 2018,Sat Mar 10 06:10:54 PST 2018,Tue Mar 13 07:10:54 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_1371_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_1371_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_1371_fake_A.png,optionA,,
3M47JKRKCXVM81YMLBZT6GD7W7T685,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:56 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:56 PDT 2018,,,37Q970SNZF2C7JARJ5YJHVHFQXDS18,A3CBOZUTFR0NR7,Submitted,Sat Mar 10 05:54:51 PST 2018,Sat Mar 10 05:55:00 PST 2018,Tue Mar 13 06:55:00 PDT 2018,,,,9,100% (56/56),100% (56/56),100% (56/56),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6170_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6170_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6170_fake_A.png,optionA,,
3M47JKRKCXVM81YMLBZT6GD7W7T685,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:56 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:56 PDT 2018,,,3H8DHMCCWA58BVDVUP9CRBREY03DK2,A2LV5432PV1S39,Submitted,Sat Mar 10 05:54:47 PST 2018,Sat Mar 10 05:54:51 PST 2018,Tue Mar 13 06:54:51 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6170_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6170_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6170_fake_A.png,optionA,,
3M47JKRKCXVM81YMLBZT6GD7W7T867,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,3DY46V3X3QCAPZDZ8WNNRAK4OTB552,A2LV5432PV1S39,Submitted,Sat Mar 10 06:02:30 PST 2018,Sat Mar 10 06:02:33 PST 2018,Tue Mar 13 07:02:33 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13950_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13950_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13950_fake_A.png,optionA,,
3MQKOF1EE2IWJB9JT1NDQ2QLV0JDWJ,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:54 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:54 PDT 2018,,,3OS46CRSLGTN6XSSJ6F5NES3XCNV6E,A2LV5432PV1S39,Submitted,Sat Mar 10 05:57:05 PST 2018,Sat Mar 10 05:57:09 PST 2018,Tue Mar 13 06:57:09 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_2970_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_2970_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_2970_fake_A.png,optionA,,
3MQY1YVHS3EHSYDS1L7075MWO8CB2S,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:54 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:54 PDT 2018,,,320DUZ38G8GGCVH4EUA8WHUYW3KJGK,A2LV5432PV1S39,Submitted,Sat Mar 10 06:07:25 PST 2018,Sat Mar 10 06:07:28 PST 2018,Tue Mar 13 07:07:28 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_3081_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_3081_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_3081_fake_A.png,optionA,,
3MQY1YVHS3EHSYDS1L7075MWO8CB2S,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:54 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:54 PDT 2018,,,3YHH42UU5C9PWHUJ3DXIR4KATB30L3,A3AVUWEVKE63E8,Submitted,Sat Mar 10 06:31:08 PST 2018,Sat Mar 10 06:32:34 PST 2018,Tue Mar 13 07:32:34 PDT 2018,,,,86,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_3081_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_3081_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_3081_fake_A.png,optionA,,
3N5YJ55YXGX8YAXTHQ5O4I5OHLIANN,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,386PBUZZXGRWYNV5PL7O99Z6SK8LJU,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:30:37 PST 2018,Sat Mar 10 06:32:27 PST 2018,Tue Mar 13 07:32:27 PDT 2018,,,,110,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_8411_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_8411_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_8411_fake_A.png,optionA,,
3N5YJ55YXGX8YAXTHQ5O4I5OHLIANN,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3EF8EXOTT2PJ8GR1WBP5PUQSUE11J2,A2LV5432PV1S39,Submitted,Sat Mar 10 06:00:03 PST 2018,Sat Mar 10 06:00:06 PST 2018,Tue Mar 13 07:00:06 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_8411_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_8411_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_8411_fake_A.png,optionA,,
3N7PQ0KLI5J4KJLVFCNVRNX9XJP3EV,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3EKVH9QMEZYDUF955J38RF5KH0ID2H,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:05:17 PST 2018,Sat Mar 10 06:05:58 PST 2018,Tue Mar 13 07:05:58 PDT 2018,,,,41,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_9141_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_9141_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_9141_fake_A.png,optionA,,
3N7PQ0KLI5J4KJLVFCNVRNX9XJP3EV,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3QIYRE09Y4BFR6IMB9HXI1793Y61N6,A2LV5432PV1S39,Submitted,Sat Mar 10 06:00:13 PST 2018,Sat Mar 10 06:00:16 PST 2018,Tue Mar 13 07:00:16 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_9141_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_9141_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_9141_fake_A.png,optionA,,
3N7PQ0KLI5J4KJLVFCNVRNX9XJPE36,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:56 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:56 PDT 2018,,,3QAPZX2QN57JVV8BT7FDC8L1NB802A,A3CBOZUTFR0NR7,Submitted,Sat Mar 10 05:46:24 PST 2018,Sat Mar 10 05:46:33 PST 2018,Tue Mar 13 06:46:33 PDT 2018,,,,9,100% (56/56),100% (56/56),100% (56/56),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6120_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6120_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6120_fake_A.png,optionA,,
3N7PQ0KLI5J4KJLVFCNVRNX9XJPE36,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:56 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:56 PDT 2018,,,3ZPBJO59KQVH95CNO46FEJBM6J0DHZ,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:05:58 PST 2018,Sat Mar 10 06:07:25 PST 2018,Tue Mar 13 07:07:25 PDT 2018,,,,87,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6120_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6120_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6120_fake_A.png,optionA,,
3NI0WFPPI9A4QCTJQ7MED17PD9H60I,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:52 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:52 PDT 2018,,,32SCWG5HIIYA1DVWXU66HM3LBON6P5,A2LV5432PV1S39,Submitted,Sat Mar 10 06:03:08 PST 2018,Sat Mar 10 06:03:12 PST 2018,Tue Mar 13 07:03:12 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_1541_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_1541_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_1541_fake_A.png,optionA,,
3NI0WFPPI9A4QCTJQ7MED17PD9H60I,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:52 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:52 PDT 2018,,,3TESA3PJ32465DJBSULVPE6CWJTMM1,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:26:02 PST 2018,Sat Mar 10 06:27:05 PST 2018,Tue Mar 13 07:27:05 PDT 2018,,,,63,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_1541_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_1541_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_1541_fake_A.png,optionA,,
3NZ1E5QA6ZV9RVWFJ49Y5CP88I3B5T,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:54 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:54 PDT 2018,,,3DBQWDE4Y7SEFOJ5CWJ9LRKQFEBN5A,A2LV5432PV1S39,Submitted,Sat Mar 10 06:05:21 PST 2018,Sat Mar 10 06:05:24 PST 2018,Tue Mar 13 07:05:24 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_3640_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_3640_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_3640_fake_A.png,optionA,,
3NZ1E5QA6ZV9RVWFJ49Y5CP88I3B5T,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:54 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:54 PDT 2018,,,3EO896NRAXPKH03AYU9FV09NMXTJTU,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:14:01 PST 2018,Sat Mar 10 06:15:58 PST 2018,Tue Mar 13 07:15:58 PDT 2018,,,,117,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_3640_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_3640_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_3640_fake_A.png,optionA,,
3OEWW2KGQJ5OE20H2FW398DZSYKDO7,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,3HHRAGRYX9ZFYWLTG1W3CWPXRKYO9G,A2LV5432PV1S39,Submitted,Sat Mar 10 05:58:55 PST 2018,Sat Mar 10 05:58:58 PST 2018,Tue Mar 13 06:58:58 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_14450_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_14450_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_14450_fake_A.png,optionA,,
3OEWW2KGQJ5OE20H2FW398DZSYKDO7,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,3MX2NQ3YCAOJRIX9E26IJTBOHSN5XE,A20VJWCDIBKTZI,Submitted,Sat Mar 10 06:18:52 PST 2018,Sat Mar 10 06:19:03 PST 2018,Tue Mar 13 07:19:03 PDT 2018,,,,11,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_14450_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_14450_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_14450_fake_A.png,optionA,,
3OID399FXG1U8PNO3CDDME4L0XTDFL,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:50 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:50 PDT 2018,,,31EUONYN2WXDV3YWJ21Z4EEUICHVO3,A2LV5432PV1S39,Submitted,Sat Mar 10 05:58:37 PST 2018,Sat Mar 10 05:58:40 PST 2018,Tue Mar 13 06:58:40 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_11651_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_11651_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_11651_fake_A.png,optionA,,
3P4ZBJFX2VXTHVNFK7I3E2T67DZFWW,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,3GM6G9ZBKORAI89V1RM7BS14QRPMT2,A119A8DHXU2PP7,Submitted,Sat Mar 10 06:27:02 PST 2018,Sat Mar 10 06:27:12 PST 2018,Tue Mar 13 07:27:12 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13851_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13851_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13851_fake_A.png,optionA,,
3P520RYKCH0ONU5LJVQTA2HWX3A5U4,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:50 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:50 PDT 2018,,,33FBRBDW6PTEB25GL4HYH005I0ZC8K,A2LV5432PV1S39,Submitted,Sat Mar 10 06:11:36 PST 2018,Sat Mar 10 06:11:38 PST 2018,Tue Mar 13 07:11:38 PDT 2018,,,,2,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13030_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13030_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13030_fake_A.png,optionA,,
3PCPFX4U40KOXYRT8YJXMDBKJCIFQS,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3HYA4D452SDASZN1WPYYFF85TDZF2V,A7KOT8JJJCOPN,Submitted,Sat Mar 10 06:13:01 PST 2018,Sat Mar 10 06:13:54 PST 2018,Tue Mar 13 07:13:54 PDT 2018,,,,53,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_11391_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_11391_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_11391_fake_A.png,optionA,,
